observedRate,empirical p-value,theoretical p-value
0.15,0.055066,0.0477903522728148
0.07,0.837788,0.841344746068543
0.09,0.587714,0.630558659818236
0.07,0.837639,0.841344746068543
0.14,0.091907,0.0912112197258679
0.2,0.002268,0.000429060333196785
0.13,0.148305,0.158655253931457
0.1,0.451755,0.5
0.15,0.055029,0.0477903522728148
0.1,0.450801,0.5
0.09,0.58682,0.630558659818236
0.06,0.922475,0.908788780274132
0.15,0.055135,0.0477903522728148
0.13,0.148534,0.158655253931457
0.1,0.451869,0.5
0.08,0.72204,0.747507462453077
0.1,0.452116,0.5
0.15,0.055029,0.0477903522728148
0.08,0.721637,0.747507462453077
0.13,0.147608,0.158655253931457
0.15,0.055207,0.0477903522728148
0.15,0.055275,0.0477903522728148
0.09,0.587217,0.630558659818236
0.11,0.326994,0.369441340181764
0.11,0.327902,0.369441340181764
0.05,0.971716,0.952209647727185
0.09,0.587223,0.630558659818236
0.06,0.922663,0.908788780274132
0.09,0.587464,0.630558659818236
0.09,0.586893,0.630558659818236
0.08,0.722282,0.747507462453077
0.2,0.002286,0.000429060333196785
0.15,0.055132,0.0477903522728148
0.2,0.002339,0.000429060333196785
0.11,0.326747,0.369441340181764
0.09,0.58834,0.630558659818236
0.09,0.587558,0.630558659818236
0.13,0.148237,0.158655253931457
0.08,0.722457,0.747507462453077
0.11,0.327542,0.369441340181764
0.15,0.054995,0.0477903522728148
0.13,0.148119,0.158655253931457
0.1,0.452036,0.5
0.08,0.721624,0.747507462453077
0.14,0.091946,0.0912112197258679
0.11,0.327836,0.369441340181764
0.11,0.327956,0.369441340181764
0.09,0.587904,0.630558659818236
0.12,0.225379,0.252492537546923
0.19,0.004642,0.0013498980316301
0.13,0.147587,0.158655253931457
0.11,0.327995,0.369441340181764
0.13,0.147535,0.158655253931457
0.11,0.32844,0.369441340181764
0.15,0.054648,0.0477903522728148
0.17,0.017457,0.00981532862864531
0.17,0.017391,0.00981532862864531
0.07,0.838012,0.841344746068543
0.06,0.922641,0.908788780274132
0.12,0.225182,0.252492537546923
0.13,0.148053,0.158655253931457
0.13,0.147611,0.158655253931457
0.09,0.588164,0.630558659818236
0.1,0.45146,0.5
0.18,0.009206,0.00383038056758978
0.11,0.328147,0.369441340181764
0.14,0.091839,0.0912112197258679
0.18,0.009157,0.00383038056758978
0.16,0.031297,0.0227501319481792
0.07,0.837381,0.841344746068543
0.07,0.837952,0.841344746068543
0.1,0.450946,0.5
0.12,0.225471,0.252492537546923
0.04,0.993139,0.977249868051821
0.07,0.838283,0.841344746068543
0.08,0.7217,0.747507462453077
0.15,0.055305,0.0477903522728148
0.11,0.328377,0.369441340181764
0.11,0.327761,0.369441340181764
0.12,0.22526,0.252492537546923
0.14,0.092644,0.0912112197258679
0.12,0.225263,0.252492537546923
0.11,0.327449,0.369441340181764
0.07,0.838271,0.841344746068543
0.09,0.587922,0.630558659818236
0.1,0.451244,0.5
0.1,0.451119,0.5
0.09,0.587641,0.630558659818236
0.05,0.97209,0.952209647727185
0.1,0.450911,0.5
0.11,0.32768,0.369441340181764
0.19,0.004741,0.0013498980316301
0.13,0.147372,0.158655253931457
0.12,0.226288,0.252492537546923
0.11,0.328089,0.369441340181764
0.1,0.45158,0.5
0.09,0.587446,0.630558659818236
0.1,0.451339,0.5
0.08,0.721928,0.747507462453077
0.16,0.031661,0.0227501319481792
0.14,0.093006,0.0912112197258679
0.09,0.587337,0.630558659818236
0.09,0.587476,0.630558659818236
0.13,0.14765,0.158655253931457
0.17,0.017539,0.00981532862864531
0.13,0.148385,0.158655253931457
0.12,0.225922,0.252492537546923
0.12,0.2255,0.252492537546923
0.13,0.146901,0.158655253931457
0.11,0.327929,0.369441340181764
0.1,0.45091,0.5
0.13,0.147489,0.158655253931457
0.08,0.722076,0.747507462453077
0.09,0.587833,0.630558659818236
0.12,0.225756,0.252492537546923
0.13,0.14757,0.158655253931457
0.09,0.587683,0.630558659818236
0.13,0.147201,0.158655253931457
0.14,0.092209,0.0912112197258679
0.08,0.722196,0.747507462453077
0.12,0.225719,0.252492537546923
0.11,0.328163,0.369441340181764
0.17,0.017187,0.00981532862864531
0.21,0.001086,0.000122866389965171
0.12,0.225632,0.252492537546923
0.13,0.147984,0.158655253931457
0.05,0.971953,0.952209647727185
0.08,0.722309,0.747507462453077
0.07,0.837936,0.841344746068543
0.12,0.225839,0.252492537546923
0.11,0.327658,0.369441340181764
0.16,0.031769,0.0227501319481792
0.12,0.225146,0.252492537546923
0.11,0.328496,0.369441340181764
0.07,0.837361,0.841344746068543
0.09,0.587989,0.630558659818236
0.1,0.452775,0.5
0.11,0.327623,0.369441340181764
0.1,0.452275,0.5
0.1,0.45143,0.5
0.09,0.587792,0.630558659818236
0.13,0.147417,0.158655253931457
0.13,0.147371,0.158655253931457
0.13,0.147955,0.158655253931457
0.15,0.055394,0.0477903522728148
0.07,0.837673,0.841344746068543
0.17,0.017268,0.00981532862864531
0.11,0.328338,0.369441340181764
0.11,0.327199,0.369441340181764
0.12,0.226069,0.252492537546923
0.14,0.092223,0.0912112197258679
0.13,0.14781,0.158655253931457
0.15,0.054838,0.0477903522728148
0.15,0.055674,0.0477903522728148
0.07,0.838009,0.841344746068543
0.08,0.722535,0.747507462453077
0.1,0.451839,0.5
0.14,0.092561,0.0912112197258679
0.14,0.092152,0.0912112197258679
0.13,0.147135,0.158655253931457
0.13,0.148093,0.158655253931457
0.14,0.092167,0.0912112197258679
0.1,0.4518,0.5
0.08,0.722466,0.747507462453077
0.13,0.147476,0.158655253931457
0.12,0.225449,0.252492537546923
0.1,0.451447,0.5
0.12,0.22571,0.252492537546923
0.12,0.226085,0.252492537546923
